id,sentiment
7566_9,0.23294227
10110_10,0.98408
10486_10,0.98261005
1492_3,0.43813142
11823_1,0.053462382
2331_9,0.97758657
2200_2,0.01929821
9547_1,0.14236246
785_2,0.0022018158
5101_4,0.21133696
5657_10,0.85278386
6902_7,0.7044234
1490_9,0.67608285
7148_9,0.9121939
7387_8,0.39670086
8277_9,0.92599744
6912_7,0.74483275
170_2,0.9665632
7702_10,0.99971014
4393_3,0.019061547
2608_3,0.8343147
4931_8,0.9458512
10589_10,0.91775155
8623_4,0.011677265
6057_2,0.014050792
2704_9,0.9806106
1790_2,0.868744
12370_1,0.00018483901
159_1,0.0006769677
343_9,0.9938338
2128_9,0.95644575
11181_8,0.9100818
11775_10,0.7860446
3514_10,0.99375373
6993_2,0.011374609
2866_9,0.6547987
1000_9,0.9857363
11772_7,0.30118114
3355_9,0.42974487
8519_8,0.6775125
7879_3,0.14453036
4332_10,0.95576274
5403_1,0.0036876393
1514_7,0.15665345
7904_1,0.002714908
10550_2,0.101075284
11442_10,0.9782088
2821_3,0.0072290977
5766_1,0.006578142
8061_9,0.9662061
2166_1,0.0050907824
6206_1,0.034289457
11124_2,0.015185874
7625_10,0.72451085
90_9,0.7816773
7959_10,0.97080773
7029_10,0.9521791
779_8,0.9994561
1101_4,0.04480668
11189_4,0.43087566
9790_4,0.14299895
10861_1,0.0657927
5902_2,0.22775543
9545_10,0.458918
3730_1,9.838054e-05
4951_9,0.68201077
3295_1,0.016966969
9495_2,0.2338813
2876_1,0.11974742
2796_1,0.069604404
10338_3,0.42462286
10913_7,0.26202726
4685_2,0.018296229
11586_1,0.047267973
4904_7,0.6851339
7110_7,0.1946866
2086_4,0.0924449
7372_7,0.7563768
135_9,0.9515042
7038_3,0.44029114
1119_2,0.16117369
5057_8,0.8069922
3479_10,0.99778086
6489_8,0.9922714
4910_8,0.9745224
5979_10,0.90532947
11304_1,0.20318861
2102_9,0.9973417
8048_1,0.027158564
12153_7,0.6989391
4832_8,0.92304903
3079_9,0.9965341
8254_2,0.0005653878
7981_7,0.9282291
611_1,0.2723864
307_10,0.80135834
8861_3,0.005343527
4635_4,0.7510941
6197_7,0.9582543
6739_3,0.15773246
8588_9,0.9651734
8461_7,0.7114077
10089_1,0.014380106
2609_7,0.6780427
1418_3,0.5251728
2661_10,0.92417926
1253_9,0.92869216
8815_9,0.8943399
9867_8,0.93691707
2155_1,0.026290895
12259_4,0.35697976
11224_3,0.05438514
4781_1,9.077729e-05
4354_9,0.9998062
9629_9,0.8886435
3629_9,0.99374855
6445_10,0.98454076
9526_10,0.9958585
5138_2,0.027228277
349_10,0.9952526
2099_7,0.61844677
4411_1,0.20036994
8127_3,0.08900652
5225_8,0.9676396
7970_3,0.032744065
5688_7,0.6244522
12099_3,0.6043188
6020_4,0.21427532
3892_8,0.97945637
2098_8,0.99266315
4851_7,0.97276944
10967_10,0.662962
6230_4,0.50697947
2211_2,0.056044996
11978_10,0.84236515
8802_1,0.017512314
11010_3,0.02800268
10083_2,0.5553422
5588_10,0.13976009
958_10,0.21826354
6771_4,0.7659767
6767_9,0.95277745
7302_10,0.96875125
5324_3,0.009733581
7737_10,0.99877673
8603_10,0.8125984
3029_7,0.9958574
8640_2,0.019114554
2139_1,0.00048028375
6305_10,0.9997782
6884_7,0.97963536
5534_8,0.99495333
7619_8,0.98389155
10057_8,0.94372135
972_7,0.9699062
6245_8,0.8269033
6627_7,0.92328924
3621_10,0.051943205
2290_4,0.8837322
24_4,0.2610116
5689_1,0.0007803701
6497_4,0.15427102
12405_4,0.98424906
11720_7,0.999995
10088_1,0.0062857936
9258_9,0.99970454
354_4,0.9682938
4770_10,0.99504966
1035_3,0.8080557
739_1,0.012779914
6267_7,0.85991895
1562_8,0.97897124
1438_1,0.035548486
281_8,0.9916871
1818_1,0.852556
3943_3,0.092226416
8116_4,0.6320144
6984_1,0.003209391
5330_4,0.0015643396
8821_8,0.9942813
10484_10,0.9949438
1886_4,0.03386126
7943_2,0.3053145
6438_7,0.98167646
8931_10,0.9542414
10538_10,0.74742746
534_10,0.9966258
7329_2,0.024429725
6614_2,0.79940236
710_10,0.9900918
3120_4,0.08322182
9046_1,0.011200485
5638_2,0.07295482
2455_4,0.06965307
2652_3,0.29170096
11006_4,0.79137236
5065_3,0.003949376
9805_10,0.76171464
7092_8,0.98601854
1735_10,0.90065706
3609_1,0.0010912343
1201_10,0.9943051
11024_9,0.9995332
3807_10,0.9956222
4483_10,0.66198945
4510_7,0.9851989
8037_1,0.4497482
1760_1,0.025317848
133_8,0.9104203
9039_8,0.95988315
8462_4,0.7319448
2468_10,0.9425026
7684_3,0.012161127
10350_9,0.99761933
1199_10,0.9988432
8560_1,0.013471982
6405_3,0.006874603
1295_1,0.0036833705
6420_1,0.0364997
12183_9,0.90855986
11619_1,0.0042287256
1415_9,0.89264053
9414_1,0.0009781403
7640_4,0.08057845
9211_9,0.9633522
557_9,0.76464295
4501_9,0.9712947
8711_10,0.7921338
2402_1,0.5139384
4586_10,0.62444884
176_3,0.07665781
3545_1,0.1343967
8932_1,0.00015970058
5829_10,0.8790075
3409_10,0.98750496
3636_3,0.49336338
12048_7,0.99670404
10468_10,0.9852262
11546_10,0.870231
9444_10,0.99362457
6275_1,0.055602726
152_4,0.2796452
4767_9,0.7845399
6751_1,0.0050302893
10245_4,0.019156381
5407_8,0.9205158
1923_1,0.058299016
515_9,0.2481549
9988_1,0.09388113
5928_8,0.9939638
10163_4,0.26748797
7969_10,0.9101677
1494_4,0.33855736
11211_10,0.9645885
1957_1,0.00012993898
8484_7,0.8389473
848_2,0.0069291554
5177_1,0.08690617
10667_10,0.94780576
3075_1,0.023893818
9443_10,0.69876826
1572_8,0.89039963
11285_8,0.63948965
3125_1,0.306386
9265_9,0.9646267
4072_1,0.110076904
6390_2,0.2074079
6496_4,0.78769726
8766_2,0.008029028
7787_10,0.9981675
5897_10,0.99992895
9027_1,0.05656418
1538_2,0.02464253
1220_3,0.002336914
8600_3,0.035624474
11432_2,0.70341396
1424_4,0.17785993
7344_10,0.91753113
10842_1,0.50262946
10332_10,0.95972675
4340_4,0.11400011
4868_4,0.16916616
11216_9,0.74067515
12027_10,0.8657115
6785_7,0.91205645
8773_8,0.9928838
8119_4,0.86921835
10138_10,0.965199
7197_2,0.0018082871
1536_3,0.06454993
9981_7,0.92970324
4753_1,0.18329015
2795_7,0.019882185
6672_4,0.08792235
10805_7,0.9123338
5866_1,0.027935566
570_1,5.007305e-05
11965_8,0.8532717
3288_1,0.030487504
8135_1,0.85836
10094_9,0.77583605
5845_10,0.9987962
3570_8,0.04488342
1240_1,0.44122386
231_1,0.0018549353
10628_9,0.96520895
3536_1,0.016318858
1852_10,0.9928792
8202_7,0.13986354
5907_7,0.82185996
1759_10,0.9653283
4492_10,0.9156427
4844_7,0.10679266
3189_10,0.90301174
3403_10,0.95130503
5874_2,0.0055359364
7809_10,0.99959725
3632_9,0.9862714
11767_2,0.93386215
9925_3,0.84373486
4218_1,0.7855471
12036_7,0.6033665
8973_2,0.056379378
2464_10,0.93407553
4094_1,0.062294018
10592_1,0.0040208413
10648_9,0.98298323
3887_10,0.90361077
9092_8,0.9372803
10666_10,0.9975284
8389_10,0.9311949
5281_10,0.9634504
6946_1,0.012598769
1132_1,0.02880515
10052_4,0.06271304
768_10,0.9999974
5432_3,0.043640465
7424_3,0.003615304
2366_2,0.49694097
2865_3,0.40405303
7806_2,0.347253
8878_3,0.059527352
6298_7,0.9930992
4517_4,0.03537421
12018_10,0.9899374
3662_1,0.020968856
11393_10,0.77401435
2071_10,0.99937785
8217_8,0.985255
6568_2,0.06318652
3840_10,0.99550915
1666_3,0.6744428
2360_7,0.85969025
5778_4,0.29073605
5341_4,0.33277023
4044_2,0.009755783
2503_3,0.01466074
4095_10,0.9431856
2092_2,0.056531653
2707_3,0.00025334084
573_10,0.87161404
6441_7,0.7763664
7565_3,0.016689485
9499_7,0.5562711
657_10,0.99985886
8840_10,0.988235
1407_4,0.33969286
12453_2,0.438225
8273_9,0.9915582
8366_7,0.8362105
10643_9,0.13387567
9998_1,0.00019478508
1385_1,0.019683328
1354_4,0.24084206
4674_7,0.48795578
3515_4,0.5330831
10426_8,0.9418696
10226_3,0.64525014
10391_4,0.026243644
9968_1,0.011014537
2893_3,0.002886191
2546_9,0.7233828
37_1,0.06946662
1757_10,0.9995882
1569_8,0.9560279
1466_3,0.056177735
7783_1,0.0009506607
9506_10,0.8203793
10835_3,0.023690565
2917_9,0.80160797
2495_7,0.99011177
1686_10,0.98010606
2414_7,0.21966654
5318_8,0.9828855
8858_8,0.8649091
8112_1,0.006283048
6532_2,0.05471113
2526_10,0.9249231
11089_7,0.989408
4297_8,0.66383386
3179_9,0.99348927
5832_10,0.99839824
10539_8,0.87842184
9226_10,0.80736685
9878_1,0.5688103
7940_10,0.9992938
7195_10,0.73716396
2979_1,0.22354195
3597_10,0.9999994
2931_8,0.91588986
8571_10,0.56907445
12148_1,2.05677e-05
4047_2,0.00016675309
6164_10,0.9764613
2214_8,0.9949869
5903_1,0.01358716
7931_9,0.5676849
1205_3,0.40667504
5983_10,0.9892769
10424_7,0.66647834
11032_7,0.9044704
1303_10,0.9882637
10390_1,0.0043551023
8349_2,0.10961625
3605_8,0.9518644
12273_1,0.017828546
60_1,0.06443771
3879_9,0.8343486
12431_4,0.22416154
4499_2,0.04165017
5786_10,0.6935857
5521_4,0.8803679
793_8,0.9935725
7948_3,0.049517438
9022_2,0.058529396
11071_1,0.0053642476
4991_3,0.848005
8226_1,0.14897344
8762_3,0.1264913
6918_4,0.04650736
844_10,0.8081425
11503_8,0.20173322
7406_8,0.9861848
7743_1,0.07239566
514_3,0.071383506
10927_9,0.71329105
3731_7,0.9982931
8870_4,0.8443817
11099_10,0.99932396
8456_10,0.6983865
10944_7,0.0460177
7168_3,0.14000167
3378_10,0.34230876
8203_3,0.821177
5676_1,2.1647094e-05
5061_9,0.9849031
6238_8,0.44231895
1136_8,0.14593737
6234_3,0.19748865
9510_3,0.4423724
9632_7,0.40625274
4357_1,0.042499203
1176_9,0.992261
10821_8,0.99981445
4143_4,0.19028577
5074_8,0.8618999
11673_1,0.019382313
11072_2,0.007878966
1816_4,0.6814535
3974_7,0.36171627
796_4,0.12452215
8540_2,0.056959655
10959_8,0.9597025
4576_10,0.26132318
7030_1,0.34689364
3340_10,0.9384481
3223_3,0.01660269
3030_1,0.1695621
4194_1,0.00062282593
11322_1,0.011175491
1785_1,0.058329195
7109_2,0.05862629
4120_1,0.0020774761
3024_7,0.9120836
589_2,0.049777642
2480_10,0.27233914
4878_1,0.047776468
571_1,0.57596827
12156_8,0.95672053
7547_9,0.9932981
6577_10,0.9992999
7101_3,0.23726644
1731_3,0.20609178
10424_1,0.016000781
9056_10,0.99267924
11959_3,0.14601822
6952_4,0.003918961
8709_10,0.90733844
4716_10,0.9954737
2393_10,0.9902209
4007_7,0.7265297
1196_2,0.18529728
8483_1,0.025587479
1840_3,0.82421756
6108_1,0.0056901383
4621_8,0.8672875
11332_4,0.99888414
8800_10,0.99995816
886_7,0.98327386
6495_8,0.049245294
6193_10,0.18302202
10297_1,0.016128989
4233_1,0.15370555
3121_10,0.9263518
1681_10,0.98847896
5789_1,0.08570379
6446_10,0.9993212
479_9,0.93196255
6401_1,0.0007279647
7602_1,0.06258924
10792_1,0.010000589
11436_9,0.9679882
6944_1,0.20682605
6275_9,0.029156508
7314_10,0.9916504
8887_9,0.7945831
1835_8,0.9852095
8403_7,0.56637806
2090_1,0.011968663
12310_1,0.78359723
9795_9,0.95595485
4260_1,0.004565223
3214_4,0.65005994
